favorite_count,id,retweet_count
2609,688547210804498433,701
2318,688519176466644993,728
9322,688385280030670848,4485
2254,688211956440801280,829
2142,688179443353796608,584
2841,688116655151435777,778
1741,688064179421470721,361
5493,687841446767013888,2515
2760,687826841265172480,1121
2497,687818504314159109,946
2408,687807801670897665,718
1771,687732144991551489,667
2438,687704180304273409,844
1948,687664829264453632,508
1905,687494652870668288,577
1604,687480748861947905,242
1998,687476254459715584,532
2068,687460506001633280,541
1905,687399393394311168,618
20219,687317306314240000,9182
4372,687312378585812992,1903
5454,687127927494963200,2279
2181,687124485711986689,505
5814,687109925361856513,2460
2353,687102708889812993,983
2254,687096057537363968,601
8657,686947101016735744,3194
3533,686760001961103360,1387
3482,686749460672679938,1450
4152,686730991906516992,1196
2833,686683045143953408,806
3725,686618349602762752,1364
1896,686606069955735556,543
1746,686394059078897668,688
3264,686386521809772549,883
2216,686377065986265092,569
2192,686358356425093120,669
4024,686286779679375361,1665
2225,686050296934563840,726
1155,686035780142297088,117
3101,686034024800862208,1144
2501,686007916130873345,414
1836,686003207160610816,627
2107,685973236358713344,524
1636,685943807276412928,595
7540,685906723014619143,2900
2041,685681090388975616,124
2366,685667379192414208,566
3253,685663452032069632,1461
2949,685641971164143616,782
33074,685547936038666240,15678
3034,685532292383666176,1160
9493,685325112850124800,3974
2667,685321586178670592,641
3341,685315239903100929,1053
2085,685307451701334016,444
3114,685268753634967552,1196
2356,685198997565345792,667
4137,685169283572338688,1429
2396,684969860808454144,369
6850,684959798585110529,3126
3229,684940049151070208,1048
3511,684926975086034944,462
3526,684914660081053696,1456
1887,684902183876321280,530
2109,684880619965411328,817
35152,684830982659280897,21698
2743,684800227459624960,1009
8944,684594889858887680,3511
4130,684588130326986752,1413
3033,684567543613382656,1217
2657,684538444857667585,951
3903,684481074559381504,1167
1983,684460069371654144,559
8172,684241637099323392,3290
1235,684225744407494656,208
3831,684222868335505415,1374
2162,684200372118904832,1037
1920,684195085588783105,511
3506,684188786104872960,1173
2016,684177701129875456,664
3003,684147889187209216,1518
2016,684122891630342144,467
4128,684097758874210310,1431
3807,683857920510050305,1127
1940,683852578183077888,346
2616,683849932751646720,970
2628,683834909291606017,1113
2803,683828599284170753,1064
3359,683773439333797890,1355
6506,683742671509258241,3314
7364,683515932363329536,2909
3190,683498322573824003,965
2655,683481228088049664,996
2434,683462770029932544,673
3904,683449695444799489,1604
7662,683391852557561860,2403
2927,683357973142474752,916
2877,683142553609318400,1045
3416,683111407806746624,913
2169,683098815881154561,659
1990,683078886620553216,564
2171,683030066213818368,737
36933,682962037429899265,16620
1794,682808988178739200,169
2487,682788441537560576,1110
1522,682750546109968385,441
1320,682697186228989953,357
3072,682662431982772225,1078
2075,682638830361513985,601
3445,682429480204398592,1157
7593,682406705142087680,1772
2234,682393905736888321,672
1660,682389078323662849,463
3064,682303737705140231,978
4156,682259524040966145,1207
3262,682242692827447297,1167
18318,682088079302213632,9891
4958,682059653698686977,1684
3212,682047327939461121,938
6594,682032003584274432,2016
3147,682003177596559360,1532
2822,681981167097122816,1031
2479,681891461017812993,819
12831,681694085539872773,4062
1782,681679526984871937,439
2648,681654059175129088,923
1921,681610798867845120,467
3566,681579835668455424,1301
14337,681523177663676416,5770
1648,681340665377193984,277
9321,681339448655802368,4090
2648,681320187870711809,743
3945,681302363064414209,1814
3224,681297372102656000,953
3235,681281657291280384,1096
1462,681261549936340994,270
1492,681242418453299201,528
2414,681231109724700672,487
3706,681193455364796417,1481
2432,680970795137544192,655
4591,680959110691590145,2007
3208,680940246314430465,1051
2093,680934982542561280,435
2415,680913438424612864,623
1767,680889648562991104,362
3474,680836378243002368,1321
2162,680805554198020098,661
2383,680801747103793152,814
2855,680798457301471234,1031
2650,680609293079592961,702
3632,680583894916304897,1331
4248,680497766108381184,1912
1723,680494726643068929,482
2553,680473011644985345,743
1452,680440374763077632,497
1468,680221482581123072,293
2843,680206703334408192,1172
2150,680191257256136705,501
3897,680176173301628928,1549
2333,680161097740095489,735
3629,680145970311643136,1742
2295,680130881361686529,940
2724,680115823365742593,905
3584,680100725817409536,1375
12814,680085611152338944,8970
2588,680070545539371008,871
1988,679877062409191424,647
2187,679872969355714560,660
2456,679862121895714818,620
2852,679854723806179328,1226
2367,679844490799091713,764
36280,679828447187857408,13980
3095,679777920601223168,1100
2101,679736210798047232,786
2164,679729593985699840,818
1665,679722016581222400,464
4796,679530280114372609,2075
2637,679527802031484928,716
3364,679511351870550016,1260
3160,679503373272485890,1466
2085,679475951516934144,634
31578,679462823135686656,18746
2370,679405845277462528,1201
21282,679158373988876288,8016
2778,679148763231985668,1021
2964,679132435750195208,1144
5960,679111216690831360,2565
16941,679062614270468097,8045
2246,679047485189439488,663
2817,679001094530465792,1218
2298,678991772295516161,1159
1648,678969228704284672,454
2567,678800283649069056,894
3444,678798276842360832,1153
2806,678774928607469569,899
3513,678767140346941444,1350
1630,678764513869611008,469
7083,678755239630127104,3258
3739,678740035362037760,1664
5566,678708137298427904,2405
2850,678675843183484930,1451
2049,678643457146150913,406
3986,678446151570427904,1530
5452,678424312106393600,2525
4197,678410210315247616,1791
78806,678399652199309312,31540
1587,678396796259975168,410
1865,678389028614488064,421
2429,678380236862578688,907
1723,678341075375947776,534
1301,678334497360859136,251
11371,678278586130948096,6030
1585,678255464182861824,361
1906,678023323247357953,376
13595,678021115718029313,6277
3399,677961670166224897,1668
1343,677918531514703872,404
4810,677895101218201600,2049
3036,677716515794329600,968
3367,677700003327029250,1429
1224,677698403548192770,317
2475,677687604918272002,845
3310,677673981332312066,1488
1938,677662372920729601,953
1838,677644091929329666,791
2114,677573743309385728,700
1289,677565715327688705,459
2428,677557565589463040,1137
6882,677547928504967168,3628
1057,677530072887205888,225
3029,677335745548390400,1757
1338,677334615166730240,282
1077,677331501395156992,234
3602,677328882937298944,1486
1629,677314812125323265,525
1228,677301033169788928,395
1973,677269281705472000,699
3519,677228873407442944,1628
2725,677187300187611136,907
2754,676975532580409345,1053
2223,676957860086095872,803
1298,676949632774234114,390
2153,676948236477857792,851
1715,676946864479084545,364
2050,676942428000112642,740
12595,676936541936185344,4851
2950,676916996760600576,1787
2226,676897532954456065,711
2083,676864501615042560,699
22722,676821958043033607,15387
1797,676819651066732545,655
1408,676811746707918848,416
4944,676776431406465024,1996
2857,676617503762681856,949
1070,676613908052996102,196
1865,676606785097199616,429
1143,676603393314578432,377
4521,676593408224403456,2133
904,676590572941893632,120
2286,676588346097852417,771
1185,676582956622721024,273
2558,676575501977128964,1101
1849,676533798876651520,547
1503,676496375194980353,524
11463,676470639084101634,4601
1699,676440007570247681,655
1382,676430933382295552,340
2057,676263575653122048,535
1203,676237365392908289,283
75403,676219687039057920,30597
1721,676215927814406144,568
2250,676191832485810177,1015
1886,676146341966438401,652
2134,676121918416756736,1144
2789,676101918813499392,1144
2963,676098748976615425,1402
1296,676089483918516224,426
1592,675898130735476737,562
2098,675891555769696257,839
2344,675888385639251968,938
4117,675878199931371520,1376
1602,675870721063669760,555
2650,675853064436391936,1268
927,675849018447167488,142
2239,675845657354215424,862
1493,675822767435051008,526
1034,675820929667219457,230
10087,675798442703122432,3346
1605,675781562965868544,459
1145,675740360753160193,337
1855,675710890956750848,799
1941,675707330206547968,669
632,675706639471788032,93
1786,675534494439489536,403
1163,675531475945709568,372
1022,675522403582218240,282
1268,675517828909424640,454
16858,675501075957489664,5707
3080,675497103322386432,1262
1273,675489971617296384,582
1812,675483430902214656,961
1498,675432746517426176,556
1658,675372240448454658,504
1029,675362609739206656,225
31959,675354435921575936,16452
3840,675349384339542016,2217
2719,675334060156301312,1253
3526,675166823650848770,1554
6140,675153376133427200,2520
3668,675149409102012420,1638
924,675147105808306176,229
1162,675146535592706048,292
2090,675145476954566656,875
1273,675135153782571009,474
1911,675113801096802304,766
943,675111688094527488,245
2734,675109292475830276,1107
1039,675047298674663426,318
2648,675015141583413248,1159
965,675006312288268288,218
1532,675003128568291329,456
2200,674999807681908736,1081
841,674805413498527744,344
2947,674800520222154752,832
2460,674793399141146624,1063
1081,674790488185167872,242
804,674788554665512960,202
1958,674781762103414784,1162
1090,674774481756377088,456
1791,674767892831932416,761
777,674764817387900928,230
1337,674754018082705410,432
1430,674752233200820224,452
1373,674743008475090944,537
478,674742531037511680,49
1074,674739953134403584,376
632,674737130913071104,86
1124,674690135443775488,459
1570,674670581682434048,631
896,674664755118911488,246
1402,674646392044941312,477
1010,674644256330530816,261
1649,674638615994089473,560
1466,674632714662858753,558
921,674606911342424069,95
6083,674468880899788800,1977
1036,674447403907457024,346
1091,674436901579923456,381
1405,674422304705744896,526
669,674416750885273600,133
1171,674410619106390016,448
1473,674394782723014656,556
832,674372068062928900,306
548,674330906434379776,72
1383,674318007229923329,506
11062,674307341513269249,6756
14364,674291837063053312,5694
1534,674271431610523648,712
888,674269164442398721,223
1604,674265582246694913,820
1275,674262580978937856,438
1431,674255168825880576,528
740,674082852460433408,163
966,674075285688614912,276
6217,674063288070742018,2133
3220,674053186244734976,1256
1415,674051556661161984,472
1375,674045139690631169,620
703,674042553264685056,122
1075,674038233588723717,402
831,674036086168010753,202
1730,674024893172875264,1186
1096,674019345211760640,294
1518,674014384960745472,614
1163,674008982932058114,340
1906,673956914389192708,924
1134,673919437611909120,361
3103,673906403526995968,1581
907,673887867907739649,247
3008,673716320723169284,724
3451,673715861853720576,1999
1010,673711475735838725,293
811,673709992831262724,265
1047,673708611235921920,276
1068,673707060090052608,379
1221,673705679337693185,394
1393,673700254269775872,547
3872,673697980713705472,1906
1690,673689733134946305,625
1230,673688752737402881,479
1400,673686845050527744,423
1332,673680198160809984,450
1220,673662677122719744,356
700,673656262056419329,232
1075,673636718965334016,347
1561,673612854080196609,700
1160,673583129559498752,347
812,673580926094458881,264
1349,673576835670777856,545
996,673363615379013632,294
1408,673359818736984064,653
1459,673355879178194945,556
1616,673352124999274496,523
727,673350198937153538,203
2436,673345638550134785,1220
941,673343217010679808,262
1233,673342308415348736,559
13071,673320132811366400,7632
855,673317986296586240,247
7299,673295268553605120,3072
1037,673270968295534593,350
1385,673240798075449344,700
2181,673213039743795200,814
1643,673148804208660480,608
1908,672997845381865473,693
921,672995267319328768,279
961,672988786805112832,280
1221,672984142909456390,525
1767,672980819271634944,974
1628,672975131468300288,875
923,672970152493887488,344
1282,672968025906282496,522
1384,672964561327235073,618
1326,672902681409806336,483
879,672898206762672129,409
1502,672884426393653248,809
1004,672877615439593473,343
1276,672834301050937345,543
1220,672828477930868736,474
945,672640509974827008,304
1250,672622327801233409,468
1189,672614745925664768,555
1082,672609152938721280,375
1086,672604026190569472,384
1299,672594978741354496,591
926,672591762242805761,326
702,672591271085670400,177
1006,672538107540070400,350
614,672523490734551040,161
1077,672488522314567680,418
1097,672482722825261057,575
700,672481316919734272,123
1398,672475084225949696,677
1315,672466075045466113,514
6276,672272411274932228,3247
1452,672267570918129665,594
1105,672264251789176834,323
2732,672256522047614977,1484
1390,672254177670729728,712
1685,672248013293752320,583
667,672245253877968896,149
868,672239279297454080,312
1779,672231046314901505,968
761,672222792075620352,204
2192,672205392827572224,1116
991,672169685991993344,355
848,672160042234327040,344
1697,672139350159835138,668
2311,672125275208069120,1101
972,672095186491711488,358
911,672082170312290304,353
1254,672068090318987265,501
8254,671896809300709376,4024
1283,671891728106971137,559
3363,671882082306625538,1341
1369,671879137494245376,642
1211,671874878652489728,530
1086,671866342182637568,473
873,671855973984772097,421
6852,671789708968640512,3351
1160,671768281401958400,483
1626,671763349865160704,879
1314,671744970634719232,735
727,671743150407421952,228
1401,671735591348891648,730
8237,671729906628341761,4199
12409,671561002136281088,6978
881,671550332464455680,202
1308,671547767500775424,572
1911,671544874165002241,1013
1060,671542985629241344,544
908,671538301157904385,375
1134,671536543010570240,389
989,671533943490011136,557
816,671528761649688577,249
1352,671520732782923777,511
925,671518598289059840,285
1551,671511350426865664,681
6785,671504605491109889,3432
891,671497587707535361,432
975,671488513339211776,459
562,671486386088865792,189
737,671485057807351808,227
1404,671390180817915904,719
1076,671362598324076544,287
389,671357843010908160,147
473,671355857343524864,113
931,671347597085433856,415
711,671186162933985280,204
1086,671182547775299584,327
851,671166507850801152,332
1605,671163268581498880,1057
361,671159727754231808,79
688,671154572044468225,211
648,671151324042559489,148
649,671147085991960577,207
1113,671141549288370177,634
898,671138694582165504,388
725,671134062904504320,185
3390,671122204919246848,2432
1331,671115716440031232,750
1108,671109016219725825,421
1079,670995969505435648,283
23895,670842764863651840,8378
570,670840546554966016,186
1082,670838202509447168,670
427,670833812859932673,118
713,670832455012716544,208
5363,670826280409919488,3912
752,670823764196741120,181
591,670822709593571328,91
3074,670815497391357952,1488
1094,670811965569282048,262
1128,670807719151067136,476
1899,670804601705242624,921
333,670803562457407488,84
715,670797304698376195,231
801,670792680469889025,264
643,670789397210615808,228
584,670786190031921152,196
805,670783437142401025,373
1510,670782429121134593,740
766,670780561024270336,279
320,670778058496974848,71
1044,670764103623966721,405
426,670755717859713024,107
930,670733412878163972,496
803,670727704916926465,345
1163,670717338665226240,469
755,670704688707301377,358
576,670691627984359425,232
729,670679630144274432,272
241,670676092097810432,40
10353,670668383499735048,4834
1464,670474236058800128,714
347,670468609693655041,84
942,670465786746662913,529
532,670452855871037440,197
1162,670449342516494336,629
6523,670444955656130560,1907
628,670442337873600512,191
1024,670435821946826752,495
1359,670434127938719744,620
320,670433248821026816,106
1342,670428280563085312,595
510,670427002554466305,154
1267,670421925039075328,608
605,670420569653809152,303
554,670417414769758208,309
1966,670411370698022913,852
540,670408998013820928,212
414,670403879788544000,146
548,670385711116361728,195
728,670374371102445568,260
320,670361874861563904,63
416,670338931251150849,103
3767,670319130621435904,1175
417,670303360680108032,126
679,670290420111441920,272
995,670093938074779648,317
679,670086499208155136,244
2155,670079681849372674,1175
1524,670073503555706880,758
604,670069087419133954,227
737,670061506722140161,320
648,670055038660800512,317
627,670046952931721218,165
732,670040295598354432,106
576,670037189829525505,261
321,670003130994700288,88
314,669993076832759809,81
427,669972011175813120,150
293,669970042633789440,56
489,669942763794931712,155
364,669926384437997569,95
228,669923323644657664,53
786,669753178989142016,379
257,669749430875258880,63
498,669684865554620416,87
380,669683899023405056,105
345,669682095984410625,129
650,669680153564442624,273
787,669661792646373376,416
3426,669625907762618368,1752
919,669603084620980224,348
500,669597912108789760,145
1450,669583744538451968,889
425,669573570759163904,134
1551,669571471778410496,979
228,669567591774625800,54
374,669564461267722241,119
349,669393256313184256,70
1287,669375718304980992,700
477,669371483794317312,171
448,669367896104181761,145
601,669363888236994561,219
361,669359674819481600,116
2616,669354382627049472,1235
611,669353438988365824,252
419,669351434509529089,173
988,669328503091937280,404
561,669327207240699904,114
486,669324657376567296,200
1160,669216679721873412,393
427,669214165781868544,154
979,669203728096960512,457
634,669037058363662336,298
720,669015743032369152,362
561,669006782128353280,238
20255,669000397445533696,6129
426,668994913074286592,219
724,668992363537309700,328
657,668989615043424256,318
875,668988183816871936,446
536,668986018524233728,160
521,668981893510119424,291
770,668979806671884288,334
1263,668975677807423489,557
141,668967877119254528,22
684,668960084974809088,232
269,668955713004314625,68
255,668932921458302977,55
309,668902994700836864,97
387,668892474547511297,144
510,668872652652679168,289
438,668852170888998912,153
422,668826086256599040,129
546,668815180734689280,255
683,668779399630725120,351
508,668655139528511488,210
853,668645506898350081,510
852,668643542311546881,507
1037,668641109086707712,524
1012,668636665813057536,475
2714,668633411083464705,1556
688,668631377374486528,306
307,668627278264475648,109
373,668625577880875008,124
1381,668623201287675904,728
193,668620235289837568,38
598,668614819948453888,308
1616,668587383441514497,1034
235,668567822092664832,50
496,668544745690562560,214
437,668542336805281792,204
245,668537837512433665,68
445,668528771708952576,215
313,668507509523615744,101
397,668496999348633600,126
413,668484198282485761,226
444,668480044826800133,141
858,668466899341221888,494
604,668297328638447616,284
234,668291999406125056,29
486,668286279830867968,132
797,668274247790391296,225
537,668268907921326080,228
1255,668256321989451776,579
944,668248472370458624,463
6003,668237644992782336,2732
289,668226093875376128,97
498,668221241640230912,187
539,668204964695683073,187
627,668190681446379520,191
466,668171859951755264,186
479,668154635664932864,295
557,668142349051129856,270
649,668113020489474048,225
1214,667937095915278337,763
286,667924896115245057,108
198,667915453470232577,54
474,667911425562669056,284
825,667902449697558528,361
1809,667886921285246976,1034
791,667885044254572545,452
378,667878741721415682,113
604,667873844930215936,386
2921,667866724293877760,987
234,667861340749471744,74
286,667832474953625600,60
1016,667806454573760512,470
317,667801013445750784,93
677,667793409583771648,315
400,667782464991965184,236
227,667773195014021121,52
423,667766675769573376,204
366,667728196545200128,143
462,667724302356258817,306
0,667550904950915073,33
0,667550882905632768,32
5561,667549055577362432,2165
327,667546741521195010,115
830,667544320556335104,500
196,667538891197542400,62
787,667534815156183040,498
447,667530908589760512,227
1634,667524857454854144,1069
354,667517642048163840,182
6544,667509364010450944,2032
520,667502640335572993,212
502,667495797102141441,253
514,667491009379606528,213
244,667470559035432960,90
181,667455448082227200,56
298,667453023279554560,85
749,667443425659232256,552
433,667437278097252352,225
295,667435689202614272,82
450,667405339315146752,213
187,667393430834667520,52
352,667369227918143488,154
465,667211855547486208,228
590,667200525029539841,249
367,667192066997374976,95
714,667188689915760640,381
13759,667182792070062081,5888
184,667177989038297088,51
583,667176164155375616,436
232,667174963120574464,74
211,667171260800061440,80
2587,667165590075940865,1079
247,667160273090932737,60
45815,667152164079423490,16162
4403,667138269671505920,2092
317,667119796878725120,123
319,667090893657276420,118
382,667073648344346624,114
81,667070482143944705,14
160,667065535570550784,42
209,667062181243039745,49
177,667044094246576128,47
429,667012601033924608,211
233,666996132027977728,84
2451,666983947667116034,930
768,666837028449972224,529
203,666835007768551424,77
244,666826780179869698,89
491,666817836334096384,237
220,666804364988780544,85
720,666786068205871104,463
367,666781792255496192,181
331,666776908487630848,164
222,666739327293083650,62
410,666701168228331520,208
176,666691418707132416,45
1068,666649482315059201,586
220,666644823164719104,76
494,666454714377183233,201
98,666447344410484738,18
117,666437273139982337,42
159,666435652385423360,48
301,666430724426358785,179
156,666428276349472768,78
302,666421158376562688,107
115,666418789513326592,43
415,666411507551481857,303
100,666407126856765440,32
159,666396247373291520,76
174,666373753744588802,85
730,666362758909284353,521
201,666353288456101888,66
274,666345417576210432,127
182,666337882303524864,84
469,666293911632134144,321
138,666287406224695296,62
161,666273097616637952,73
95,666268910803644416,32
13729,666104133288665088,6019
72,666102155909144576,11
142,666099513787052032,62
153,666094000022159362,68
103,666082916733198337,42
300,666073100786774016,147
136,666071193221509120,54
449,666063827256086533,198
106,666058600524156928,54
272,666057090499244032,128
411,666055525042405380,222
1134,666051853826850816,782
125,666050758794694657,51
98,666049248165822465,41
274,666044226329800704,133
113,666033412701032449,41
121,666029285002620928,42
2426,666020888022790149,464
